id,sentence1,sentence2,dm1,dm2
3781,"Where in the US because there's so many guns, people feel the need to have guns as a deterrent.","i may be talking out my arse/being overly general, i believe violent crime stats in the us tend to show that guns cause more trouble than they prevent.","though,",and
3789,"I answer, The breath of his mouth supplies to him the place of all other weapons, as I have just now shown from Isaiah.","christ move not a finger, yet by his speaking he thunders awfully enough against his enemies, and destroys them by the rod of his mouth alone.","although,",therefore
3790,In a previous post I discussed how every prime up to 43 was used to factor numbers in the gap of 33 composites between 1327 and 1361.,what we have is a gap as large as is potentially possible ie.,"clearly,","then,"
3793,"A. I think Cursed adds a great deal of information that allows us to understand William better, and to understand Billy better, too.","i think the book is all about billy - perhaps even more so than his own two books, in a way.","ultimately,","though,"
3799,"As soon as this task is finished, the Battle of Hoth has been won by the Rebels.","as star wars enthusiasts know, the war is far, far from over.",nonetheless,and
3800,"Such optical matching provides an additional benefit in that the display area of the ""stealth"" mirror generally does not reduce the viewing portion of the mirror element.","of the optical matching, the viewing portion is optimized to include substantially all the reflective surface of the mirror element.","rather,",as a result
3810,"I know everyone does it, but I just prefer not to be caught at it.","this is embarrassing to even write down in this website, but it gives me a bit of a thrill when i think someone is watching me jerk off.","second,",and
3818,The fact that people chose to increase storage capacity suggests its central function in mitigating environmental perturbation in the Southwest.,"increasing storage proved unsuccessful under prolonged conditions of water deficit, and people left tsegi canyon.","ultimately,","however,"
3819,"It comes down to what each side can prove, and perhaps one day we'll know who made the better case in this instance.",there's one thing we can say with a fair amount of confidence: it's unlikely that consumers duped by the similar mountain scenes will recoup their lost l.l.,"in the meantime,","however,"
3821,No doubt this is a very cool car...but it wouldn't work too good here in Houston.,this is not a green car.,"ultimately,","though,"
3825,They'll remember the cowardice shown by the democrats in the wisconsin state house!,they'll remember -ssholes like you that defended them!,and,"finally,"
3826,"I didn't know what to say--after all, it wasn't like I could just reply, ""Sorry you didn't get laid this weekend, Mom. ""","i gave a shrug and said, ""i reckon i'll go to bed--i got school tomorrow. ""","so,","instead,"
3829,"it is likely that the very commonplace nature of these objects, as well as the gender bias of the chroniclers, rendered them all but invisible.",the culinary habits and subsistence practices of andean peoples were apparently of more interest.,"fortunately,","however,"
3832,"WHEREAS, the United States Conference of Mayors unanimously passed a resolution in 2001 endorsing the development of a public awareness campaign to promote arts education; and.","be it resolved, that the united states conference of mayors specifically endorses the second phase of the - art.","now,",therefore
