id,sentence1,sentence2,dm1,dm2
2827,I suggest writing a function that will take two arguments: the text to be escaped and the type of quotes the string is in.,"if the type of quotes are single quotes, the function will escape the single quotes in the string and any other characters that need to be escaped (backslash?)","then,",for example
6227,"This verification indicia 50 can also be used to award ""blind prizes"".",a prize may be awarded to a shopper whose verification code 50 contains indicia specified and posted at a sales outlet 3 on the day of redemption.,"thus,",for example
3648,"Others with more experience in the necessities of seasonal progression in renku might have additional comments, as the sequence has little seasonal indication.",these ten verses demonstrate a range of subjects that may not often have been addressed by contemporary english-language renku.,"in sum,","though,"
4971,"and he and los angeles politicians are different in many ways, and that's one of the things i spend a lot of time looking at in my book.",it's been quite the opposite.,"yet,","in fact,"
3871,We need not give up on the historic alliance between Unions and the Middle East's only democracy.,which way the unions go will depend on how well advocates for israel connect her core values with those of organized labors' card-carrying constituency.,"ultimately,","however,"
109,"Otherwise, It's always caught up by what was done by others in the past.","it values speed and, above all, loss of memory.","on the contrary,",therefore
685,"For such taxpayers, the focus should be on the practical, not on the theoretical or grand economics.","i cannot stress this enough, do not add to the irs's woes by creating a whole new tax system for them to administer without repealing an old tax regime.",additionally,and
1655,"I don't care to respond to each indevidually, on monile, responding is slow.","to make myself redundant, i'm not asking for a masterpiece.","anyway,","again,"
1342,"As reported here last night, activists were prevented by city officials from handing out informational flyers at the town hall meeting held at the Zablocki Center, a city-owned property.","tables inside the center were staffed by campaign workers of mayor jack ford, who were passing out campaign literature.",simultaneously,"though,"
5308,the objective of the legislation is that this possibility of conviction through s. 21 (2) will make parties more responsible for the actions of their accomplices.,there is a rational connection between the restriction and the legislative objective.,"clearly,","then,"
4830,"Currently, it is difficult to obtain height information from a satellite.",trigonometric measurement based on aeronautical photographing or an infrared distance measuring apparatus is often used to obtain height data.,"hence,",for example
4517,"Even worse, the company shelved the entire project and chose not to publish the findings of its research!",there was one scientist from the graviola research team whose conscience wouldnt let him see such atrocity committed.,"luckily,","however,"
4819,Elver numbers have declined to less than 2% of former levels in some rivers.,the complexity of their life cycle (and how little is known about it) conservationists are very concerned for the future of the european eel.,because of this,and
6424,"When driving, she felt compelled to pass whomever was in front of her - a white-knuckle experience for her passengers, particularly on a highway.","she had more falls and began to walk with slow, birdlike steps, suggesting another fiendish disease at work.","later,","though,"
991,"Rokiskis residents generally express support for left wing parties (Social Democrats, Peasants Party, and to a lesser extent the Labor Party) in upcoming elections.",eligible voters display apathy towards politics and to their local candidates in particular.,"overall,","however,"
