"File Number","Explicit Connective","Arg1 Complete","Arg2 Complete","Explicit Sense1","Explicit Sense2"
"wsj_1375","but","""I have no reason to think things will get worse,","this market has a knack for surprising us.","Comparison.Concession.Arg2-as-denier",""
"wsj_1375","as if","Although the majority of junk bonds outstanding show no signs of default, the market has downgraded many junk issues","they were in trouble, says Stuart Reese, manager of Aetna Life & Casualty Insurance Co. 's $17 billion investment-grade public bond portfolio.","Comparison.Concession.Arg2-as-denier",""
"wsj_1375","because","""If anything, we're going to see defaults increase","credit ratings have declined,"" says Paul Asquith, associate professor at the Massachusetts Institute of Technology's Sloan School of Management.","Contingency.Cause.Reason",""
"wsj_1375","when","Mr. Asquith, whose study on junk bond defaults caused a furor on Wall Street","it was disclosed last April, says this year's junk bond defaults already show a high correlation with his own findings.","Temporal.Asynchronous.Succession",""
"wsj_1376","and","With the fall social season well under way, name-droppers are out in force, trying to impress their betters","sometimes put down their lessers.","Expansion.Conjunction",""
"wsj_1376","and","But the truth is that almost everyone, from real-estate agents to city fathers, name-drops;","a surprising number of people have an ancient uncle who claims he lived next door to the cartoonist who did the Katzenjammer Kids.","Expansion.Conjunction",""
"wsj_1376","as","""Name-dropping is pervasive and getting more so","society becomes more complex and alienating,"" says Herbert Freudenberger, a New York psychoanalyst, with a high-powered clientele.","Temporal.Synchronous",""
"wsj_1376","and","It provides some people a needed sense of affiliation","can help open up a conversation with someone you don't know.""","Expansion.Conjunction",""
"wsj_1376","when","""I was having a drink in Sardi's,","all of a sudden I saw a woman's backside coming up the steps on the second floor and she was wearing sequined slacks.","Temporal.Synchronous",""
"wsj_1376","and","""I was having a drink in Sardi's, when all of a sudden I saw a woman's backside coming up the steps on the second floor","she was wearing sequined slacks.","Expansion.Conjunction",""
"wsj_1376","so","I knew it was someone important,","I followed her into the ladies room and sure enough, it was Liza.","Contingency.Cause.Result",""
"wsj_1376","and","I knew it was someone important, so I followed her into the ladies room","sure enough, it was Liza.","Expansion.Conjunction",""
"wsj_1376","even if","""They can't help talking about the big important people they know,","they don't really know them,"" says Dr. Freudenberger.","Comparison.Concession.Arg1-as-denier",""
"wsj_1376","and","""I do it innately and pathologically,","while it may occasionally get me into trouble, it's also gotten me access to parties and society,"" he says.","Expansion.Conjunction",""
"wsj_1376","but","""I guess I might have asked Beauregard to leave,","he drops so many good names, we decided to let him stay,"" says Steven Greenberg, publisher of Fame.","Comparison.Concession.Arg2-as-denier",""
"wsj_1376","although","And Beauregard was mentioned twice --","very briefly and in passing.""","Comparison.Concession.Arg2-as-denier",""
"wsj_1376","but","Mr. Houston-Montgomery says that at the party he waved to Malcolm Forbes, publisher of Forbes magazine (""We've been in the columns together""), Mary Boone, a New York art dealer (""I think she knows me,","I'm not sure "") and Bridget Fonda, the actress (""She knows me, but we're not really the best of friends"").","Comparison.Concession+SpeechAct.Arg2-as-denier+SpeechAct",""
"wsj_1376","but","Mr. Houston-Montgomery says that at the party he waved to Malcolm Forbes, publisher of Forbes magazine (""We've been in the columns together""), Mary Boone, a New York art dealer (""I think she knows me, but I'm not sure "") and Bridget Fonda, the actress (""She knows me,","we're not really the best of friends"").","Comparison.Concession.Arg2-as-denier",""
"wsj_1376","before","Mr. Revson, the gossip columnist, says there are people who actually plan whose names they are going to drop","attending a party.","Temporal.Asynchronous.Precedence",""
"wsj_1376","but","""They even drop semi-obscure names like Wolfgang Flottl, whom everybody these days apparently has heard of","no one really knows,"" says Mr. Revson.","Comparison.Contrast",""
"wsj_1376","because","It has gotten a bad rep","its once heavily polluted Cuyahoga River caught fire, because former Mayor Ralph Perk set his hair on fire with an acetylene torch and because its proposed Rock 'n' Roll Hall of Fame was recently refused an urban-development grant.","Contingency.Cause.Reason",""
"wsj_1376","because","It has gotten a bad rep because its once heavily polluted Cuyahoga River caught fire,","former Mayor Ralph Perk set his hair on fire with an acetylene torch and because its proposed Rock 'n' Roll Hall of Fame was recently refused an urban-development grant.","Contingency.Cause.Reason",""
"wsj_1376","and","It has gotten a bad rep because its once heavily polluted Cuyahoga River caught fire, because former Mayor Ralph Perk set his hair on fire with an acetylene torch","because its proposed Rock 'n' Roll Hall of Fame was recently refused an urban-development grant.","Expansion.Conjunction",""
"wsj_1376","because","It has gotten a bad rep because its once heavily polluted Cuyahoga River caught fire, because former Mayor Ralph Perk set his hair on fire with an acetylene torch and","its proposed Rock 'n' Roll Hall of Fame was recently refused an urban-development grant.","Contingency.Cause.Reason",""
"wsj_1376","and","Mr. Miller notes that actor Paul Newman's family owned a sporting-goods store in Cleveland, that the late actress Margaret Hamilton, who played the bad witch in ""The Wizard Of Oz,"" once ran a nursery school in Cleveland","that comedian Bob Hope's father, a stonemason, once worked on a church next to Severence Hall, Cleveland's main concert hall.","Expansion.Conjunction",""
"wsj_1376","and","""Why we even just sold a three-bedroom house in Van Nuys","were able to keep the price firm in a weak real-estate market by noting that the original Lone Ranger lived there,"" says David Rambo, a sales associate with Jon Douglas Co., a Los Angeles real-estate agency.","Expansion.Conjunction",""
"wsj_1376","by","""Why we even just sold a three-bedroom house in Van Nuys and were able to keep the price firm in a weak real-estate market","noting that the original Lone Ranger lived there,"" says David Rambo, a sales associate with Jon Douglas Co., a Los Angeles real-estate agency.","Contingency.Purpose.Arg1-as-goal","Expansion.Manner.Arg2-as-manner"
"wsj_1376","because","Mr. Rambo says that a 3.2-acre property overlooking the San Fernando Valley is priced at $4 million","the late actor Erroll Flynn once lived there.","Contingency.Cause.Reason",""
"wsj_1376","and","""If Flynn hadn't lived there, the property might have been priced $1 million lower,"" says Mr. Rambo, noting that Flynn's house has been bulldozed,","only the swimming pool remains.","Expansion.Conjunction",""
"wsj_1376","and","""Get caught","you're dead in the water,"" says Mr. Thal.","Contingency.Condition.Arg1-as-cond",""
"wsj_1376","and","""But call her `Patty, '","it's a sure giveaway you're not in her circle, because she doesn't use that name,"" says Joan Kron, editor-in-chief of Avenue magazine, a monthly publication sent to all the right names.","Contingency.Condition.Arg1-as-cond",""
"wsj_1376","because","""But call her `Patty, ' and it's a sure giveaway you're not in her circle,","she doesn't use that name,"" says Joan Kron, editor-in-chief of Avenue magazine, a monthly publication sent to all the right names.","Contingency.Cause.Reason",""
"wsj_1376","if","Now that's name-dropping,","you know what I mean.","Contingency.Condition+SpeechAct",""
"wsj_1377","while","He says it's important for a new make to be as distinctive as possible","still retaining links to the parent company's quality image.","Temporal.Synchronous",""
"wsj_1377","for","He applauds Toyota and Nissan Motor Co.","creating separate divisions for their new luxury models, rather than simply adding more nameplates to their standard car lines.","Contingency.Cause.Reason",""
