id,dm1,dm2,sentence1,sentence2,Explicit Sense1,Implicit Sense1
1826,"ultimately,","though,","No, but expecting a band to live up to what's been written about it thus far is unrealistic.",the band's sunny songwriting and its willingness to write earnest music will take it further than the mere hyperbole heaped upon it will.,,
936,thus,and,"The company said earnings would have increased if it hadn't been actively repurchasing its shares,",increasing its interest expense and reducing its interest income.,Contingency.Cause.Result,Expansion.Conjunction
1689,"although,","in the end,","Jeff has everyone fill in the blank, ""the most annoying thing about ____ is ____.""","it didn't change anyone's vote, it gave us a foreshadowing of things to come, and a peek at how self-aware certain tribe members (edna!)",,
2549,and,"indeed,","With victory not yet secured here as the current score is 18-8, you still don't sense that they'll have too much trouble crossing the finish line.","with strong leads in poison rome, france 1789, archipelago, and the world 2.1 tiebreaker (among others), the victory should soon be wrapped up.",,
312,and,then,"""Ten years ago, a physician would go to a town","take out a loan (to start a practice),"" says James Merritt, president of Merritt, Hawkins & Associates, an Irvine, Calif., physician recruiter that conducted the survey.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
1459,and,so,"Victor Wiener, the executive director of the Appraisers Association of America, agrees that Mr. Paul paid very dearly for the Rubens",adds that getting rid of it any time soon for a similar sum would be quite a feat.,Expansion.Conjunction,Contingency.Cause.Result
2892,"ultimately,","though,","Nobody knows yet, though, whether the outbreak here was caused by a new strain.","irfan and the experts he spoke to concluded that ""weather extremes"" are still the best explanation for the uptick in west nile cases this year.",,
2161,"though,",and,"If it does occur,.","it happens to be at night, the ships may shine a light on the other.",,
1332,and,as a result,"SOUTHERN PACIFIC TRANSPORTATION CO., San Francisco, railroad, annual sales of $2.41 billion, had only minor damage to headquarters and tracks,",expects to be fully operational tomorrow.,Expansion.Conjunction,Contingency.Cause.Result
968,and,as a result,The fight has turned ugly,", among pilots at least, has shattered the esprit de corps that Mr. Smith worked so hard to build.",Expansion.Conjunction,Contingency.Cause.Result
1454,and,then,"Then the whole thing will start to collapse, just as it did in the 1970s,",the ghosts and banshees will be howling through the place turning people's hair white.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
660,and,then,"This trader characterized the recent price action as a contest between the fundamentalists, who see higher prices ahead, and the technicians, who are basically buying cotton toward the bottom of the current trading range, around 71 cents,",selling it when the price climbs more than 74 cents.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
935,and,then,"They mimic the brain by ""looking"" at an image, extracting the fundamentals -- boundaries, corners and lines --",translating them into computer data.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
370,and,therefore,"The appeals court held: ""When a distinctive voice of a professional singer is widely known","is deliberately imitated in order to sell a product, the sellers have appropriated what is not theirs.""",Expansion.Conjunction,Contingency.Cause.Result
566,and,then,"British postal authorities say they have uncovered a large-scale scheme where unscrupulous stamp dealers chemically removed stamp cancellations, regummed the stamps","sold them to U.S. collectors or, in large lots, to British businesses.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
1854,"or,","rather,",Their scheme is really his scheme.,his scheme trumps theirs.,,
1024,and,as a result,"The consumer-products and light-industrial sectors are bearing the brunt of China's austerity measures,",foreign companies such as Givaudan that deal with those industries are being hit the hardest.,Expansion.Conjunction,Contingency.Cause.Result
824,and,subsequently,"Ultimately, that carefully picked jury deadlocked with a 10-2 vote to acquit,",the prosecution decided not to retry the case.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
982,and,as such,"But the general trend, given rising costs in the league, has been to raise prices,",Mr. Jones is expected to eventually follow suit.,Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
2398,but,"still,",It is a consistent historical pattern of colonization.,we have to understand how the debate was shaped in previous years.,,
2042,"ultimately,","however,","Periodically, the FRELIMO stronghold would receive national updates about the war from radio broadcasts that would provide some hope.",all anyone was trying to do was survive the present day and all its hurdles.,,
1645,in order,thereby,Government officials tried throughout the weekend to render a business-as-usual appearance,to avoid any sense of panic.,Contingency.Purpose.Arg2-as-goal,Expansion.Manner.Arg1-as-manner
2551,"now,","finally,","But he never mellowed, never backed down.",it was his time.,,
2417,"hence,","also,","Sometimes he will only take order for the preaching and dispensation of the word unto men; for this also is his work, Acts xiii.","it follows that his works may be of various kinds, and that those which are of the same kind may yet be carried on unequally as to degrees.",,
2092,simultaneously,"however,","The nudity brings the deity into the realm of human emotion, experience, and expression, since the body is recognizable to the viewer.","the nudity distances the deity from the mortal (clothed/cultured) experience, especially when the nude form suggests an idealized, immortal beauty.",,
813,and,as a result,"""Corporate profits are going to decrease faster than interest rates will fall,","the probability is that we'll see negative economic growth in the fourth quarter.""",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
1792,"overall,","then,","The more satisfied husbands reported being with sacrificing for their wives, the less making a major sacrifice for their wife was associated with lower marital satisfaction.","regular expressions of generosity, but not major acts of sacrifice, are linked to higher quality marriages among contemporary spouses (aged 18-55).",,
1430,and,thus,But right now programmers are figuring that viewers who are busy dialing up a range of services may put down their remote control zappers,stay tuned.,Expansion.Conjunction,Contingency.Cause.Result
