,sentence1,sentence2,dm1,dm2
3037,It would then be the candidate's responsibility to disprove coordination.,"it would not be difficult for the candidate to ""explain away"" the apparent coordination.","presumably,","however,"
3038,"We do not know anything which more fascinates youth than what, for want of a better word, we may call brilliancy.",this peculiar kind of estimation changes very much.,"gradually,","however,"
3039,How this plan effects the debt depends on what happens in future stages.,the plan would leave in place both the sequestration and the sgr--which could serve to encourage further deficit reduction.,"importantly,","though,"
3040,"With no PR effort at all we currently have more beta test customers than we can handle, and more sign up every day for our closed invite list.","we're going to be getting some coverage, as i'll be on stage at the founder showcase.","soon,","though,"
3041,"He seemed to be posing at first, as if he were planning to be in a magazine or something.",the photos became erotic.,"gradually,","though,"
3042,But I continued to feel the uncomfortable surprise of having been sucessfully ambushed by someone of whom I'd always thought myself smarter.,a grudging admiration emerged.,"gradually,","however,"
3043,But he was fourth - eight-tenths of a second behind the Australian Ricciardo - here and could feel delighted with his afternoon in an uncompetitive car.,the day was all about hamilton.,"ultimately,","though,"
3044,It ends up being an understated performance by Dafoe.,you feel sympathetic for the guy despite his crimes.,"amazingly,","though,"
3045,"I exercise more, and I feel like I am eating more healthily.",the exercise is awesome.,"mostly,","though,"
3046,There are many of you out there that assume I have lost the last remaining marble rolling around in my empty head.,hear me out then decide.,"perhaps,",but
3047,"He only pretends that the sample which he obtained showed by its appearance, as well as by its acid action, that the separation had commenced.","this was but an abandoned experiment, since we never hear any more of it from 1826 down to the trial of this cause.","evidently,",therefore
3048,"Still, it's important to remember statistics when you hear stories about the latest Disease of the Week.",a handful of meningitis cases have been reported since november.,"locally,",for instance
3049,- notre dame spent the season trying to rewrite history.,the fighting irish couldn't repeat the school's history of big upsets.,"in the end,","though,"
3050,"in particular, the increased prestimulus baseline during retrieval for correct responses is possibly related to an increased level of altertness or arousal prior to stimulus onset.","this effect is absent for the pupil slope, rendering it unlikely that the prestimulus baseline confounds the constriction during stimulus presentation.","importantly,","however,"
3051,I'm not sure if there is a compelling reason not to do.,it seems reasonable.,"this,",but
3052,(god i hope someone know what i'm talking about).,"i've seen just enough broken english on this site to be careful about my interpretations, and it seems like everyone else has the ""fool!""","probably,",but
3053,it is important to know that the victim may have a supporter (any earlham college community member of their choice) present during the reporting and college judicial council processes.,"complainants choose not to bring charges (and the college can encourage but may not insist that a person do so), or the evidence does not warrant official judicial procedures.","sometimes,","however,"
3054,"Discovered in 1898, Phoebe measures just 137 miles across, orbits Saturn at a distance of nine million miles and circles the planet in the opposite direction from its other moons.","the tilt of its orbit, scientists believe phoebe may be a captured asteroid or a kuiper belt object left over from the birth of the solar system.",because of that,and
