,sentence1,sentence2,dm1,dm2
685,"Bewildered by their new world's naivete and innocence, they slowly start to add color and spice to the town's life.","they begin to question their influence, wondering if their advanced 90's attitudes are really that much better than those of the innocent past.","eventually,","however,"
686,"His stumble on the break after Mata's pass found him alone in the box was disappointing, and his touch betrayed him at times.",ramires was a major force in the midfield today.,"overall,","though,"
687,"take the case of the airplane, which is made from raw materials in mines, which were extracted, smelted and forged and made into the finished product.",the makers did not create what they made; they only changed the form of the materials.,"clearly,","then,"
688,"The value k9 is a target acceleration value for safety first at a low motor vehicle speed, when an object is present ahead.","even if a driver erroneously depresses the accelerator, safe traveling can be secured, because a motor vehicle travels at a constant acceleration.","thereby,",for example
689,"This positioning will increase the fund's downside protection, but it comes at the cost of holding the fund back in more bullish markets.",this fund has delivered some pretty impressive results.,"ultimately,","however,"
690,"Others like the ""Storyboarding"" are short and lacking in content.",they are worth checking out.,"overall,","though,"
691,This is obviously a better arrangement.,there is the matter of the $50 million acc exit fee.,but,"still,"
692,"2b, the initial adjustment procedure is repeated.","the new servo-reference level appears to deviate from the preceding one, which deviation is effected by (patho-) physiological causes.","thereby,","however,"
693,"Back in May, Fox news tried to force a meme called the ""fiscal cliff"" on their websites.",they left out the parts of the report that they can't use for that purpose.,"so,","as a result,"
694,Both suffered ankle injuries in Saturday's loss to South Alabama.,utsa continues to be relatively healthy outside the standard bump-and-grind of the football season.,"otherwise,","however,"
695,Apparently Luke was not aware of the journey to Arabia; but an incomplete narrative is not necessarily inaccurate.,these suppositions would be inferences; and the falsity of them simply shows how cautious the historian should be in reading between the lines of a narrative.,"again,","however,"
696,These cases are then precipitated or aggravated by certain forms of trauma resulting in long-term discomfort.,we must wait for more definitive studies before we can trust in more than our personal opinions as to the cause-and-effect relationships between trauma and fs.,"ultimately,","however,"
697,"While many readers wouldn't be bothered, I was.","i truly enjoyed chaos burning, and would continue to read ms. dane's titles in her bound by magick series.","ultimately,","however,"
698,"and he and los angeles politicians are different in many ways, and that's one of the things i spend a lot of time looking at in my book.",it's been quite the opposite.,"yet,","in fact,"
699,Or is there nothing but compressed gas inside the hollow sphere?,"is there a solid crust on the outside and a solid nucleus in the center, separated from each other by an intermediate layer of liquid?","or,","finally,"
