File Number,Explicit Connective,Implicit Connective,Arg1 Complete,Arg2 Complete,Explicit Sense1,Implicit Sense1
wsj_0683,and,then,"""If you can use data to reconstruct what happened in the past, you have much more confidence in predictions for the future,"" said Lonnie Thompson, a research scientist at Ohio State who dug for",analyzed the ice samples.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0284,and,because,"Richard Avena, executive director of the Texas Civil Liberties Union, called the proposal ""political gimmickry,""",said it fails to recognize the drug problem as a health issue.,Expansion.Conjunction,Contingency.Cause.Reason
wsj_1349,and,as a result,"""We are the Golden State,"" Mr. Fazio said, ""","there is a certain amount of jealousy.""",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
wsj_1924,and,specifically,South Korea's President Roh addressed a joint House-Senate meeting,"urged patience over U.S. demands for the opening of Seoul's markets to more American goods, saying trade issues would be ""resolved to mutual satisfaction.""",Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_1452,and,in particular,"They will have to revisit this issue,",they'll have to revisit it before long.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_2395,and,so,"""I have every intention of making this the best possible show","having it run one hour is the best way to it,"" said Rod Perth, who was named vice president of late night entertainment in August.",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
wsj_0105,and,then,"Choose 203 business executives, including, perhaps, someone from your own staff,","put them out on the streets, to be deprived for one month of their homes, families and income.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1447,and,as a result,"Wells Rich Greene, however, in an effort directed by Mary Wells Lawrence, emerged the victor of the review",retained the business.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1555,and,so,"Applications won't have to be rewritten to work with Task Broker, Hewlett-Packard said,",the user of a computer won't be able to tell that another machine is doing the work.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1569,and,as a result,Note: These figures are only for mandatory charges,"don't include books, transportation etc.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1101,and,thereby,"Israel has launched a new effort to prove the Palestine Liberation Organization continues to practice terrorism,",thus to persuade the U.S. to break off talks with the group.,Expansion.Conjunction,Expansion.Manner.Arg1-as-manner
wsj_2403,and,thus,"He said the assets to be sold would be ""non-insurance"" assets, including a beer company and a real estate firm,",wouldn't include any pieces of Farmers.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1435,and,then,She bursts into tears,walks away.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0163,and,then,Freeport-McMoRan Energy Partners will be liquidated,shares of the new company distributed to the partnership's unitholders.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1572,and,instead,He says he has quit the business,"is back in school, majoring in psychology with aspirations to go into industrial psychology.)",Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_2112,and,then,So Mr. Carter formed three new Army divisions,gave them to a new bureaucracy in Tampa called the Rapid Deployment Force.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2453,and,in particular,Our bookings improved as the quarter progressed,September was especially good.,Expansion.Conjunction,Expansion.Instantiation.Arg2-as-instance
wsj_1213,and,therefore,"Adding to the junk market's jitters were reports that Donaldson, Lufkin & Jenrette Securities Corp. is having trouble structuring a $1.6 billion offering for TW Food Services Inc.",will postpone or even cancel the issue.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0922,and,at the same time,He adds that with communism collapsing,"Mr. Gorbachev scrambling to rejuvenate the Soviet economy, ""Our interest lies in a controlled transformation, a contained nuclear reaction, so we need to help him, and not just with words.""",Expansion.Conjunction,Temporal.Synchronous
wsj_1107,and,then,"Worse, the properties then sit around deteriorating for maybe a year or so, but are resold eventually (because of the attractiveness of the low down payment, etc.) to a marginal buyer who can't afford both the mortgage and needed repairs; and having little vested interest that buyer will walk away",the vicious cycle repeats itself all over again.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1732,and,then,After completing the sale,"paying debts, the trust and corporation will consider a number of options including a stock repurchase, payment of special dividend or investment in more gaming properties.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2205,and,as a result,"But the market sensed a serious buyer on a day dominated by selling,",the quotes immediately jumped to 850 pence.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0692,and,then,It would be run by the joint chiefs under simple directions: Produce the best possible force for each budget scenario,provide the Secretary of Defense with a comprehensive net assessment of how that force could be used to achieve U.S. goals.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0794,and,as a result,Sometimes at a reception or cocktail party I advance these views,people head for somebody else.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1634,and,thus,"When Walter Yetnikoff, the president of Sony Corp. 's CBS Records, last month told producer Peter Guber that Sony was about to make a $3.4 billion bid for Columbia Pictures","needed someone to run the studio, Mr. Guber jumped at the chance.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1603,and,then,He rejoined his family in January 1984,"began the long struggle for justice, pressing everyone from Hanoi municipal officials to National Assembly deputies for restoration of his rights.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1225,and,therefore,"Since then, Jaguar officials have confirmed that they are discussing an alliance with GM",said last week that they hoped to reach an agreement within a month.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0750,and,so,SONGsters are mad as heck about campus anti-intellectualism,"they aren't going to take it anymore, at least not without trying a few really neat ideas first.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0996,and,then,"Every Bill which shall have passed the House of Representatives and the Senate, shall, before it becomes a Law, be presented to the President of the United States; If he approve he shall sign it, but if not he shall return it, with his Objections to that House in which it shall have originated, who shall enter the Objections at large on their Journal,",proceed to reconsider it.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1778,and,specifically,"It runs out frantically now and then,",is clearly pretty distressed.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_2276,and,instead,"The Dow Jones Industrial Average jumped sharply yesterday to close at 2657.38, panic didn't sweep the world's markets,","investors large and small seemed to accept Friday's dizzying 190-point plunge as a sharp correction, not a calamity.",Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_1634,and,as a result,Mr. Guber and Mr. Peters say they got a look at the books,balked at the price.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1215,and,instead,Staar Surgical Co. 's board said that it has removed Thomas R. Waggoner as president and chief executive officer,"that John R. Wolf, formerly executive vice president, sales and marketing, has been named president and chief executive officer.",Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_0118,and,so,"Program trading is here to stay, and computers are here to stay,","we just need to understand it.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_1146,and,as a result,"On Aug. 1, the state tore up its controls,",food prices leaped.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1566,and,then,"Disgusted, I cast around for a different way to plan my asset distribution,",with hardly any heavy breathing the answer struck me: I was doing it already!,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1267,and,therefore,"""The more extensive the voir dire, the easier you make it for that kind of research to be effective,","I don't think courts should lend themselves to that,"" Mr. Boies says.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0118,and,yet,"Almost all new regulation is introduced in the interests of protecting the little guy,",he invariably is the one least able to cope with its consequences.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_1022,and,as a result,"The judge said that if the FBI's proposed schedule was followed in releasing the documents, ""a delay of over one year will have occurred","plaintiff will have served approximately two-thirds of his 3 1/2-year minimum sentence by the time he receives the files.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_2337,and,as a result,"Until recently, industry analysts believed decreases in retail ad spending had bottomed out",would in fact increase in this year's third and fourth quarters.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0996,and,then,"Every Order, Resolution, or Vote to which the Concurrence of the Senate and House of Representatives may be necessary (except on a question of Adjournment) shall be presented to the President of the United States;","before the Same shall take Effect, shall be approved by him, or being disapproved by him, shall be repassed by two thirds of the Senate and House of Representatives, according to the Rules and Limitations prescribed in the Case of a Bill.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
